Time,MsgL,PLC/PCReq,DType,ProVer,MeasurementGroupNumber,PLCSendDelayTime,CommonBitValue,Lot_ID,Recipe_ID,M#00_ID,M#00_BitValue#0,M#00_BitValue#1,M#00_BitValue#2,M#00_BitValue#3,M#00_Recipe_Number,M#00_PV_Number,M#00_RAW_Number,M#00_Judge_Code,M#00_TimeBlock_01,M#00_TimeBlock_02,M#00_TimeBlock_03,M#00_TimeBlock_04,M#00_CellCountNo,M#01_ID,M#01_BitValue#0,M#01_BitValue#1,M#01_BitValue#2,M#01_BitValue#3,M#01_Recipe_Number,M#01_PV_Number,M#01_RAW_Number,M#01_Judge_Code,M#01_TimeBlock_01,M#01_TimeBlock_02,M#01_TimeBlock_03,M#01_TimeBlock_04,M#01_CellCountNo,BitModeValue
00:01:09.124991,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,738,67,0,0,2,0,0,0,5,0,0,0,0,470,739,67,0,0,2,0,0,0,5,0,0,0,0,470,0
00:01:09.658265,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,740,67,0,0,2,0,0,0,5,0,0,0,0,471,741,67,0,0,2,0,0,0,5,0,0,0,0,471,0
00:01:10.190588,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,743,67,0,0,2,0,0,0,5,100,100,0,0,472,744,67,0,0,2,0,0,0,5,100,100,0,0,472,0
00:01:10.721541,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,745,67,0,0,2,0,0,0,5,0,0,0,0,473,746,67,0,0,2,0,0,0,5,0,0,0,0,473,0
00:01:11.255982,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,747,67,0,0,2,0,0,0,5,0,0,0,0,474,748,67,0,0,2,0,0,0,5,0,0,0,0,474,0
00:01:11.789853,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,749,67,0,0,2,0,0,0,5,100,100,0,0,475,750,67,0,0,2,0,0,0,5,100,100,0,0,475,0
00:01:12.315819,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,751,67,0,0,2,0,0,0,5,0,0,0,0,476,752,67,0,0,2,0,0,0,5,0,0,0,0,476,0
00:01:12.847843,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,753,67,0,0,2,0,0,0,5,0,0,0,0,477,680,67,0,0,2,0,0,0,5,0,0,0,0,477,0
00:01:13.382003,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,681,67,0,0,2,0,0,0,5,100,100,0,0,478,682,67,0,0,2,0,0,0,5,100,100,0,0,478,0
00:01:13.917278,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,683,67,0,0,2,0,0,0,5,0,0,0,0,479,684,67,0,0,2,0,0,0,5,0,0,0,0,479,0
00:01:14.442360,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,685,67,0,0,2,0,0,0,5,0,0,0,0,480,686,67,0,0,2,0,0,0,5,0,0,0,0,480,0
00:01:14.980124,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,687,67,0,0,2,0,0,0,5,100,100,0,0,481,688,67,0,0,2,0,0,0,5,100,100,0,0,481,0
00:01:15.508590,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,689,67,0,0,2,0,0,0,5,100,100,0,0,482,697,67,0,0,2,0,0,0,5,100,100,0,0,482,0
00:01:16.040246,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,698,67,0,0,2,0,0,0,5,0,0,0,0,483,699,67,0,0,2,0,0,0,5,0,0,0,0,483,0
00:01:16.570988,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,700,67,0,0,2,0,0,0,5,100,100,0,0,484,701,67,0,0,2,0,0,0,5,100,100,0,0,484,0
00:01:17.101661,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,702,67,0,0,2,0,0,0,5,100,100,0,0,485,703,67,0,0,2,0,0,0,5,100,100,0,0,485,0
00:01:17.641066,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,704,67,0,0,2,0,0,0,5,0,0,0,0,486,705,67,0,0,2,0,0,0,5,0,0,0,0,486,0
00:01:18.166859,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,706,67,0,0,2,0,0,0,5,100,100,0,0,487,707,67,0,0,2,0,0,0,5,100,100,0,0,487,0
00:01:18.697241,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,708,67,0,0,2,0,0,0,5,100,100,0,0,488,709,67,0,0,2,0,0,0,5,100,100,0,0,488,0
00:01:19.233476,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,710,67,0,0,2,0,0,0,5,0,0,0,0,489,712,67,0,0,2,0,0,0,5,0,0,0,0,489,0
00:01:19.767299,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,713,67,0,0,2,0,0,0,5,100,100,0,0,490,714,67,0,0,2,0,0,0,5,100,100,0,0,490,0
00:01:20.293473,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,715,67,0,0,2,0,0,0,5,100,100,0,0,491,716,67,0,0,2,0,0,0,5,100,100,0,0,491,0
00:01:20.823374,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,717,67,0,0,2,0,0,0,5,0,0,0,0,492,718,67,0,0,2,0,0,0,5,0,0,0,0,492,0
00:01:21.363006,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,719,67,0,0,2,0,0,0,5,0,0,0,0,493,720,67,0,0,2,0,0,0,5,0,0,0,0,493,0
00:01:21.892276,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,721,67,0,0,2,0,0,0,5,100,100,0,0,494,722,67,0,0,2,0,0,0,5,100,100,0,0,494,0
00:01:22.418543,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,729,67,0,0,2,0,0,0,5,0,0,0,0,495,730,67,0,0,2,0,0,0,5,0,0,0,0,495,0
00:01:22.956073,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,731,67,0,0,2,0,0,0,5,0,0,0,0,496,732,67,0,0,2,0,0,0,5,0,0,0,0,496,0
00:01:23.491043,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,733,67,0,0,2,0,0,0,5,100,100,0,0,497,734,67,0,0,2,0,0,0,5,100,100,0,0,497,0
00:01:24.015791,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,735,67,0,0,2,0,0,0,5,0,0,0,0,498,736,67,0,0,2,0,0,0,5,0,0,0,0,498,0
00:01:24.550508,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,737,67,0,0,2,0,0,0,5,0,0,0,0,499,738,67,0,0,2,0,0,0,5,0,0,0,0,499,0
00:01:25.083283,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,739,67,0,0,2,0,0,0,5,100,100,0,0,500,740,67,0,0,2,0,0,0,5,100,100,0,0,500,0
00:01:25.613693,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,741,67,0,0,2,0,0,0,5,0,0,0,0,501,742,67,0,0,2,0,0,0,5,0,0,0,0,501,0
00:01:26.145187,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,744,67,0,0,2,0,0,0,5,0,0,0,0,502,745,67,0,0,2,0,0,0,5,0,0,0,0,502,0
00:01:26.677602,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,746,67,0,0,2,0,0,0,5,100,100,0,0,503,747,67,0,0,2,0,0,0,5,100,100,0,0,503,0
00:01:27.212636,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,748,67,0,0,2,0,0,0,5,100,100,0,0,504,749,67,0,0,2,0,0,0,5,100,100,0,0,504,0
00:01:27.746901,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,750,67,0,0,2,0,0,0,5,0,0,0,0,505,751,67,0,0,2,0,0,0,5,0,0,0,0,505,0
00:01:28.275048,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,752,67,0,0,2,0,0,0,5,100,100,0,0,506,753,67,0,0,2,0,0,0,5,100,100,0,0,506,0
00:01:28.806253,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,754,67,0,0,2,0,0,0,5,100,100,0,0,507,681,67,0,0,2,0,0,0,5,100,100,0,0,507,0
00:01:29.334477,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,682,67,0,0,2,0,0,0,5,0,0,0,0,508,683,67,0,0,2,0,0,0,5,0,0,0,0,508,0
00:01:29.867381,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,684,67,0,0,2,0,0,0,5,100,100,0,0,509,685,67,0,0,2,0,0,0,5,100,100,0,0,509,0
00:01:30.402610,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,686,67,0,0,2,0,0,0,5,100,100,0,0,510,687,67,0,0,2,0,0,0,5,100,100,0,0,510,0
00:01:30.931526,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,688,67,0,0,2,0,0,0,5,0,0,0,0,511,689,67,0,0,2,0,0,0,5,0,0,0,0,511,0
00:01:31.463222,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,690,67,0,0,2,0,0,0,5,0,100,0,0,512,698,67,0,0,2,0,0,0,5,0,100,0,0,512,0
00:01:31.996259,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,699,67,0,0,2,0,0,0,5,100,100,0,0,513,700,67,0,0,2,0,0,0,5,100,100,0,0,513,0
00:01:32.529954,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,701,67,0,0,2,0,0,0,5,0,0,0,0,514,702,67,0,0,2,0,0,0,5,0,0,0,0,514,0
00:01:33.058373,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,703,67,0,0,2,0,0,0,5,0,0,0,0,515,704,67,0,0,2,0,0,0,5,0,0,0,0,515,0
00:01:33.593428,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,705,67,0,0,2,0,0,0,5,100,100,0,0,516,706,67,0,0,2,0,0,0,5,100,100,0,0,516,0
00:01:34.120145,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,707,67,0,0,2,0,0,0,5,0,0,0,0,517,708,67,0,0,2,0,0,0,5,0,0,0,0,517,0
00:01:34.657279,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,709,67,0,0,2,0,0,0,5,0,0,0,0,518,710,67,0,0,2,0,0,0,5,0,0,0,0,518,0
00:01:35.188203,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,711,67,0,0,2,0,0,0,5,100,100,0,0,519,713,67,0,0,2,0,0,0,5,100,100,0,0,519,0
00:01:35.716594,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,714,67,0,0,2,0,0,0,5,0,0,0,0,520,715,67,0,0,2,0,0,0,5,0,0,0,0,520,0
00:01:36.248746,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,716,67,0,0,2,0,0,0,5,0,0,0,0,521,717,67,0,0,2,0,0,0,5,0,0,0,0,521,0
00:01:36.784594,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,718,67,0,0,2,0,0,0,5,100,100,0,0,522,719,67,0,0,2,0,0,0,5,100,100,0,0,522,0
00:01:37.314013,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,720,67,0,0,2,0,0,0,5,0,0,0,0,523,721,67,0,0,2,0,0,0,5,0,0,0,0,523,0
00:01:37.845487,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,722,67,0,0,2,0,0,0,5,0,0,0,0,524,723,67,0,0,2,0,0,0,5,0,0,0,0,524,0
00:01:38.374762,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,730,67,0,0,2,0,0,0,5,100,100,0,0,525,731,67,0,0,2,0,0,0,5,100,100,0,0,525,0
00:01:38.915929,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,732,67,0,0,2,0,0,0,5,100,100,0,0,526,733,67,0,0,2,0,0,0,5,100,100,0,0,526,0
00:01:39.442557,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,734,67,0,0,2,0,0,0,5,0,0,0,0,527,735,67,0,0,2,0,0,0,5,0,0,0,0,527,0
00:01:39.972020,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,736,67,0,0,2,0,0,0,5,100,100,0,0,528,737,67,0,0,2,0,0,0,5,100,100,0,0,528,0
00:01:40.505801,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,738,67,0,0,2,0,0,0,5,100,100,0,0,529,739,67,0,0,2,0,0,0,5,100,100,0,0,529,0
00:01:41.042750,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,740,67,0,0,2,0,0,0,5,0,0,0,0,530,741,67,0,0,2,0,0,0,5,0,0,0,0,530,0
00:01:41.567746,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,742,67,0,0,2,0,0,0,5,100,100,0,0,531,743,67,0,0,2,0,0,0,5,100,100,0,0,531,0
00:01:42.104759,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,745,67,0,0,2,0,0,0,5,100,100,0,0,532,746,67,0,0,2,0,0,0,5,100,100,0,0,532,0
00:01:42.632881,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,747,67,0,0,2,0,0,0,5,0,0,0,0,533,748,67,0,0,2,0,0,0,5,0,0,0,0,533,0
00:01:43.167006,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,749,67,0,0,2,0,0,0,5,0,100,0,0,534,750,67,0,0,2,0,0,0,5,0,100,0,0,534,0
00:01:43.696412,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,751,67,0,0,2,0,0,0,5,100,100,0,0,535,752,67,0,0,2,0,0,0,5,100,100,0,0,535,0
00:01:44.223954,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,753,67,0,0,2,0,0,0,5,0,0,0,0,536,754,67,0,0,2,0,0,0,5,0,0,0,0,536,0
00:01:44.763476,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,755,67,0,0,2,0,0,0,5,0,0,0,0,537,682,67,0,0,2,0,0,0,5,0,0,0,0,537,0
00:01:45.298897,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,683,67,0,0,2,0,0,0,5,100,100,0,0,538,684,67,0,0,2,0,0,0,5,100,100,0,0,538,0
00:01:45.825666,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,685,67,0,0,2,0,0,0,5,0,0,0,0,539,686,67,0,0,2,0,0,0,5,0,0,0,0,539,0
00:01:46.353206,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,687,67,0,0,2,0,0,0,5,0,0,0,0,540,688,67,0,0,2,0,0,0,5,0,0,0,0,540,0
00:01:46.891376,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,689,67,0,0,2,0,0,0,5,100,100,0,0,541,690,67,0,0,2,0,0,0,5,100,100,0,0,541,0
00:01:47.421968,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,691,67,0,0,2,0,0,0,5,0,0,0,0,542,699,67,0,0,2,0,0,0,5,0,0,0,0,542,0
00:01:47.953692,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,700,67,0,0,2,0,0,0,5,0,0,0,0,543,701,67,0,0,2,0,0,0,5,0,0,0,0,543,0
00:01:48.485430,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,702,67,0,0,2,0,0,0,5,100,100,0,0,544,703,67,0,0,2,0,0,0,5,100,100,0,0,544,0
00:01:49.017813,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,704,67,0,0,2,0,0,0,5,0,0,0,0,545,705,67,0,0,2,0,0,0,5,0,0,0,0,545,0
00:01:49.546550,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,706,67,0,0,2,0,0,0,5,0,0,0,0,546,707,67,0,0,2,0,0,0,5,0,0,0,0,546,0
00:01:50.074842,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,708,67,0,0,2,0,0,0,5,100,100,0,0,547,709,67,0,0,2,0,0,0,5,100,100,0,0,547,0
00:01:50.605763,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,710,67,0,0,2,0,0,0,5,100,100,0,0,548,711,67,0,0,2,0,0,0,5,100,100,0,0,548,0
00:01:51.141041,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,712,67,0,0,2,0,0,0,5,0,0,0,0,549,714,67,0,0,2,0,0,0,5,0,0,0,0,549,0
00:01:51.671319,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,715,67,0,0,2,0,0,0,5,100,100,0,0,550,716,67,0,0,2,0,0,0,5,100,100,0,0,550,0
00:01:52.210059,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,717,67,0,0,2,0,0,0,5,100,100,0,0,551,718,67,0,0,2,0,0,0,5,100,100,0,0,551,0
00:01:52.738015,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,719,67,0,0,2,0,0,0,5,0,0,0,0,552,720,67,0,0,2,0,0,0,5,0,0,0,0,552,0
00:01:53.271252,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,721,67,0,0,2,0,0,0,5,100,100,0,0,553,722,67,0,0,2,0,0,0,5,100,100,0,0,553,0
00:01:53.803134,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,723,67,0,0,2,0,0,0,5,100,100,0,0,554,724,67,0,0,2,0,0,0,5,100,100,0,0,554,0
00:01:54.329786,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,731,67,0,0,2,0,0,0,5,0,0,0,0,555,732,67,0,0,2,0,0,0,5,0,0,0,0,555,0
00:01:54.868458,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,733,67,0,0,2,0,0,0,5,0,100,0,0,556,734,67,0,0,2,0,0,0,5,0,100,0,0,556,0
00:01:55.394915,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,735,67,0,0,2,0,0,0,5,100,100,0,0,557,736,67,0,0,2,0,0,0,5,100,100,0,0,557,0
00:01:55.928897,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,737,67,0,0,2,0,0,0,5,0,0,0,0,558,738,67,0,0,2,0,0,0,5,0,0,0,0,558,0
00:01:56.457858,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,739,67,0,0,2,0,0,0,5,0,0,0,0,559,740,67,0,0,2,0,0,0,5,0,0,0,0,559,0
00:01:56.991300,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,741,67,0,0,2,0,0,0,5,100,100,0,0,560,742,67,0,0,2,0,0,0,5,100,100,0,0,560,0
00:01:57.527631,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,743,67,0,0,2,0,0,0,5,0,0,0,0,561,744,67,0,0,2,0,0,0,5,0,0,0,0,561,0
00:01:58.056065,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,746,67,0,0,2,0,0,0,5,0,0,0,0,562,747,67,0,0,2,0,0,0,5,0,0,0,0,562,0
00:01:58.594353,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,748,67,0,0,2,0,0,0,5,100,100,0,0,563,749,67,0,0,2,0,0,0,5,100,100,0,0,563,0
00:01:59.120258,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,750,67,0,0,2,0,0,0,5,0,0,0,0,564,751,67,0,0,2,0,0,0,5,0,0,0,0,564,0
00:01:59.649903,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,752,67,0,0,2,0,0,0,5,0,0,0,0,565,753,67,0,0,2,0,0,0,5,0,0,0,0,565,0
00:02:00.180989,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,754,67,0,0,2,0,0,0,5,100,100,0,0,566,755,67,0,0,2,0,0,0,5,100,100,0,0,566,0
00:02:00.710889,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,756,67,0,0,2,0,0,0,5,100,100,0,0,567,683,67,0,0,2,0,0,0,5,100,100,0,0,567,0
00:02:01.245549,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,684,67,0,0,2,0,0,0,5,0,0,0,0,568,685,67,0,0,2,0,0,0,5,0,0,0,0,568,0
00:02:01.778853,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,686,67,0,0,2,0,0,0,5,100,100,0,0,569,687,67,0,0,2,0,0,0,5,100,100,0,0,569,0
00:02:02.310256,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,688,67,0,0,2,0,0,0,5,100,100,0,0,570,689,67,0,0,2,0,0,0,5,100,100,0,0,570,0
00:02:02.840607,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,690,67,0,0,2,0,0,0,5,0,0,0,0,571,691,67,0,0,2,0,0,0,5,0,0,0,0,571,0
00:02:03.376371,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,692,67,0,0,2,0,0,0,5,100,100,0,0,572,700,67,0,0,2,0,0,0,5,100,100,0,0,572,0
00:02:03.905868,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,701,67,0,0,2,0,0,0,5,100,100,0,0,573,702,67,0,0,2,0,0,0,5,100,100,0,0,573,0
00:02:04.437459,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,703,67,0,0,2,0,0,0,5,0,0,0,0,574,704,67,0,0,2,0,0,0,5,0,0,0,0,574,0
00:02:04.969900,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,705,67,0,0,2,0,0,0,5,100,100,0,0,575,706,67,0,0,2,0,0,0,5,100,100,0,0,575,0
00:02:05.501326,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,707,67,0,0,2,0,0,0,5,100,100,0,0,576,708,67,0,0,2,0,0,0,5,100,100,0,0,576,0
00:02:06.036247,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,709,67,0,0,2,0,0,0,5,0,0,0,0,577,710,67,0,0,2,0,0,0,5,0,0,0,0,577,0
00:02:06.562813,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,711,67,0,0,2,0,0,0,5,0,0,0,0,578,712,67,0,0,2,0,0,0,5,0,0,0,0,578,0
00:02:07.098703,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,713,67,0,0,2,0,0,0,5,100,100,0,0,579,715,67,0,0,2,0,0,0,5,100,100,0,0,579,0
00:02:07.631327,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,716,67,0,0,2,0,0,0,5,0,0,0,0,580,717,67,0,0,2,0,0,0,5,0,0,0,0,580,0
00:02:08.159376,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,718,67,0,0,2,0,0,0,5,0,0,0,0,581,719,67,0,0,2,0,0,0,5,0,0,0,0,581,0
00:02:08.692093,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,720,67,0,0,2,0,0,0,5,100,100,0,0,582,721,67,0,0,2,0,0,0,5,100,100,0,0,582,0
00:02:09.227342,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,722,67,0,0,2,0,0,0,5,0,0,0,0,583,723,67,0,0,2,0,0,0,5,0,0,0,0,583,0
00:02:09.755718,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,724,67,0,0,2,0,0,0,5,0,0,0,0,584,725,67,0,0,2,0,0,0,5,0,0,0,0,584,0
00:02:10.287011,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,732,67,0,0,2,0,0,0,5,100,100,0,0,585,733,67,0,0,2,0,0,0,5,100,100,0,0,585,0
00:02:10.821766,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,734,67,0,0,2,0,0,0,5,0,0,0,0,586,735,67,0,0,2,0,0,0,5,0,0,0,0,586,0
00:02:11.352310,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,736,67,0,0,2,0,0,0,5,0,0,0,0,587,737,67,0,0,2,0,0,0,5,0,0,0,0,587,0
00:02:11.884539,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,738,67,0,0,2,0,0,0,5,100,100,0,0,588,739,67,0,0,2,0,0,0,5,100,100,0,0,588,0
00:02:12.415370,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,740,67,0,0,2,0,0,0,5,100,100,0,0,589,741,67,0,0,2,0,0,0,5,100,100,0,0,589,0
00:02:12.949162,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,742,67,0,0,2,0,0,0,5,0,0,0,0,590,743,67,0,0,2,0,0,0,5,0,0,0,0,590,0
00:02:13.480715,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,744,67,0,0,2,0,0,0,5,100,100,0,0,591,745,67,0,0,2,0,0,0,5,100,100,0,0,591,0
00:02:14.010704,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,747,67,0,0,2,0,0,0,5,100,100,0,0,592,748,67,0,0,2,0,0,0,5,100,100,0,0,592,0
00:02:14.541752,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,749,67,0,0,2,0,0,0,5,0,0,0,0,593,750,67,0,0,2,0,0,0,5,0,0,0,0,593,0
00:02:15.076991,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,751,67,0,0,2,0,0,0,5,100,100,0,0,594,752,67,0,0,2,0,0,0,5,100,100,0,0,594,0
00:02:15.605608,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,753,67,0,0,2,0,0,0,5,100,100,0,0,595,754,67,0,0,2,0,0,0,5,100,100,0,0,595,0
00:02:16.137656,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,755,67,0,0,2,0,0,0,5,0,0,0,0,596,756,67,0,0,2,0,0,0,5,0,0,0,0,596,0
00:02:16.668123,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,757,67,0,0,2,0,0,0,5,100,100,0,0,597,684,67,0,0,2,0,0,0,5,100,100,0,0,597,0
00:02:17.204731,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,685,67,0,0,2,0,0,0,5,100,100,0,0,598,686,67,0,0,2,0,0,0,5,100,100,0,0,598,0
00:02:17.727997,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,687,67,0,0,2,0,0,0,5,0,0,0,0,599,688,67,0,0,2,0,0,0,5,0,0,0,0,599,0
00:02:18.267012,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,689,67,0,0,2,0,0,0,5,100,100,0,0,600,690,67,0,0,2,0,0,0,5,100,100,0,0,600,0
00:02:18.795049,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,691,67,0,0,2,0,0,0,5,100,100,0,0,601,692,67,0,0,2,0,0,0,5,100,100,0,0,601,0
00:02:19.331645,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,693,67,0,0,2,0,0,0,5,0,0,0,0,602,701,67,0,0,2,0,0,0,5,0,0,0,0,602,0
00:02:19.857473,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,702,67,0,0,2,0,0,0,5,0,0,0,0,603,703,67,0,0,2,0,0,0,5,0,0,0,0,603,0
00:02:20.392339,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,704,67,0,0,2,0,0,0,5,100,100,0,0,604,705,67,0,0,2,0,0,0,5,100,100,0,0,604,0
00:02:20.920887,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,706,67,0,0,2,0,0,0,5,0,0,0,0,605,707,67,0,0,2,0,0,0,5,0,0,0,0,605,0
00:02:21.455494,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,708,67,0,0,2,0,0,0,5,0,0,0,0,606,709,67,0,0,2,0,0,0,5,0,0,0,0,606,0
00:02:21.985491,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,710,67,0,0,2,0,0,0,5,100,100,0,0,607,711,67,0,0,2,0,0,0,5,100,100,0,0,607,0
00:02:22.515627,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,712,67,0,0,2,0,0,0,5,0,0,0,0,608,713,67,0,0,2,0,0,0,5,0,0,0,0,608,0
00:02:23.051030,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,714,67,0,0,2,0,0,0,5,0,0,0,0,609,716,67,0,0,2,0,0,0,5,0,0,0,0,609,0
00:02:23.585098,991,0,0,10002,2,50,0,YDGNE3LCT1,H5,717,67,0,0,2,0,0,0,5,100,100,0,0,610,718,67,0,0,2,0,0,0,5,100,100,0,0,610,0
