Time,Measurement1,Measurement2,Measurement3
00:00:42.315677,50.085,0.0,0.000412634
00:00:42.336670,50.142,0.0,0.000412633
00:00:42.739655,50.142,0.0,0.000412633
00:00:42.850633,50.085,0.0,0.000412634
00:00:42.865640,50.142,0.0,0.000412633
00:00:43.273644,50.142,0.0,0.000412633
00:00:43.375970,50.085,0.0,0.000412634
00:00:43.396831,50.142,0.0,0.000412633
00:00:43.804637,50.142,0.0,0.000412633
00:00:43.910636,50.085,0.0,0.000412634
00:00:43.931666,50.142,0.0,0.000412633
00:00:44.336820,50.142,0.0,0.000412633
00:00:44.443653,50.085,0.0,0.000412634
00:00:44.465645,50.142,0.0,0.000412633
00:00:44.869608,50.142,0.0,0.000412633
00:00:44.976630,50.085,0.0,0.000412634
00:00:44.998749,50.142,0.0,0.000412633
00:00:45.399826,50.142,0.0,0.00061895
00:00:45.501757,50.085,0.0,0.000412634
00:00:45.525613,50.142,0.0,0.00061895
00:00:45.931806,50.142,0.0,0.000412633
00:00:46.034651,50.085,0.0,0.000412634
00:00:46.055656,50.142,0.0,0.000412633
00:00:46.464873,50.142,0.0,0.000412633
00:00:46.568786,50.085,0.0,0.000412634
00:00:46.588671,50.142,0.0,0.000412633
00:00:46.994601,50.142,0.0,0.000412633
00:00:47.102596,50.085,0.0,0.000412634
00:00:47.123631,50.142,0.0,0.000412633
00:00:47.527573,50.142,0.0,0.000412633
00:00:47.631891,50.085,0.0,0.000412634
00:00:47.651550,50.142,0.0,0.000412633
00:00:48.059879,50.142,0.0,0.00061895
00:00:48.184720,50.142,0.0,0.00061895
00:00:48.593982,50.142,0.0,0.000412633
00:00:48.695587,50.085,0.0,0.000412634
00:00:48.715572,50.142,0.0,0.000412633
00:00:49.121573,50.142,0.0,0.00061895
00:00:49.230576,50.085,0.0,0.000412634
00:00:49.251554,50.142,0.0,0.00061895
00:00:49.656785,50.142,0.0,0.000412633
00:00:49.761574,50.085,0.0,0.000412634
00:00:49.784549,50.142,0.0,0.000412633
00:00:50.187564,50.142,0.0,0.00061895
00:00:50.291588,50.085,0.0,0.000412634
00:00:50.312578,50.142,0.0,0.00061895
00:00:50.716545,50.142,0.0,0.000412633
00:00:50.823558,50.085,0.0,0.000412634
00:00:50.845612,50.142,0.0,0.000412633
00:00:51.251768,50.142,0.0,0.000412633
00:00:51.356765,50.085,0.0,0.000412634
00:00:51.377566,50.142,0.0,0.000412633
00:00:51.781737,50.142,0.0,0.000412633
00:00:51.891554,50.085,0.0,0.000412634
00:00:51.912514,50.142,0.0,0.000412633
00:00:52.314710,50.142,0.0,0.000412633
00:00:52.420824,50.085,0.0,0.000412634
00:00:52.441852,50.142,0.0,0.000412633
00:00:52.845747,50.142,0.0,0.000412633
00:00:52.948768,50.085,0.0,0.000412634
00:00:52.972533,50.142,0.0,0.000412633
00:00:53.379607,50.142,0.0,0.000412633
00:00:53.481595,50.085,0.0,0.000412634
00:00:53.503501,50.142,0.0,0.000412633
00:00:53.911509,50.142,0.0,0.000412633
00:00:54.015812,50.085,0.0,0.000412634
00:00:54.035503,50.142,0.0,0.000412633
00:00:54.445780,50.142,0.0,0.000825266
00:00:54.549646,50.085,0.0,0.000412634
00:00:54.572530,50.142,0.0,0.000825266
00:00:54.971616,50.142,0.0,0.000412633
00:00:55.079794,50.085,0.0,0.000412634
00:00:55.100489,50.142,0.0,0.000412633
00:00:55.504518,50.142,0.0,0.000412633
00:00:55.608520,50.085,0.0,0.000412634
00:00:55.630470,50.142,0.0,0.000412633
00:00:56.039482,50.142,0.0,0.000412633
00:00:56.140791,50.085,0.0,0.000412634
00:00:56.160487,50.142,0.0,0.000412633
00:00:56.571503,50.142,0.0,0.00061895
00:00:56.676716,50.085,0.0,0.000412634
00:00:56.696480,50.142,0.0,0.00061895
00:00:57.101471,50.142,0.0,0.000412633
00:00:57.208523,50.085,0.0,0.000412634
00:00:57.229454,50.142,0.0,0.000412633
00:00:57.631844,50.142,0.0,0.000412633
00:00:57.738579,50.085,0.0,0.000412634
00:00:57.758575,50.142,0.0,0.000412633
00:00:58.167706,50.142,0.0,0.000412633
00:00:58.267512,50.085,0.0,0.000412634
00:00:58.289507,50.142,0.0,0.000412633
00:00:58.699497,50.142,0.0,0.000412633
00:00:58.801525,50.085,0.0,0.000412634
00:00:58.822529,50.142,0.0,0.000412633
00:00:59.229571,50.142,0.0,0.000412633
00:00:59.335669,50.085,0.0,0.000412634
00:00:59.356652,50.142,0.0,0.000412633
00:00:59.760458,50.142,0.0,0.000825266
00:00:59.866505,50.085,0.0,0.000412634
00:00:59.887426,50.142,0.0,0.000825266
00:01:00.291720,50.142,0.0,0.000412633
00:01:00.418408,50.142,0.0,0.000412633
00:01:00.827458,50.142,0.0,0.000412633
00:01:00.948460,50.142,0.0,0.000412633
00:01:01.354399,50.142,0.0,0.000412633
00:01:01.482420,50.142,0.0,0.000412633
00:01:01.889412,50.142,0.0,0.000412633
00:01:02.020384,50.142,0.0,0.000412633
00:01:02.419410,50.142,0.0,0.000412633
00:01:02.548547,50.142,0.0,0.000412633
00:01:02.950441,50.142,0.0,0.000412633
00:01:03.076417,50.142,0.0,0.000412633
00:01:03.484585,50.142,0.0,0.000412633
00:01:03.607422,50.142,0.0,0.000412633
00:01:04.017742,50.142,0.0,0.00061895
00:01:04.141366,50.142,0.0,0.00061895
00:01:04.549657,50.142,0.0,0.000412633
00:01:04.679374,50.142,0.0,0.000412633
00:01:05.079547,50.142,0.0,0.000412633
00:01:05.205424,50.142,0.0,0.000412633
00:01:05.611385,50.142,0.0,0.000412633
00:01:05.734457,50.142,0.0,0.000412633
00:01:06.141480,50.142,0.0,0.00061895
00:01:06.265381,50.142,0.0,0.00061895
00:01:06.674612,50.142,0.0,0.000412633
00:01:06.799475,50.142,0.0,0.000412633
00:01:07.207402,50.142,0.0,0.000412633
00:01:07.334280,50.142,0.0,0.000412633
00:01:07.739685,50.142,0.0,0.00061895
00:01:07.862438,50.142,0.0,0.00061895
00:01:08.269633,50.142,0.0,0.000412633
00:01:08.394423,50.142,0.0,0.000412633
00:01:08.801332,50.142,0.0,0.000412633
00:01:08.925317,50.142,0.0,0.000412633
00:01:09.334360,50.142,0.0,0.000412633
00:01:09.462376,50.142,0.0,0.000412633
00:01:09.864438,50.142,0.0,0.00061895
00:01:09.994331,50.142,0.0,0.00061895
00:01:10.397747,50.142,0.0,0.00061895
00:01:10.523428,50.142,0.0,0.00061895
00:01:10.931289,50.142,0.0,0.000412633
00:01:11.051312,50.142,0.0,0.000412633
00:01:11.461506,50.142,0.0,0.00061895
00:01:11.591349,50.142,0.0,0.00061895
00:01:11.994379,50.142,0.0,0.000412633
00:01:12.123264,50.142,0.0,0.000412633
00:01:12.527277,50.142,0.0,0.00061895
00:01:12.653298,50.142,0.0,0.00061895
00:01:13.055261,50.142,0.0,0.000412633
00:01:13.183398,50.142,0.0,0.000412633
00:01:13.589434,50.142,0.0,0.000412633
00:01:13.712225,50.142,0.0,0.000412633
00:01:14.121274,50.142,0.0,0.000412633
00:01:14.249243,50.142,0.0,0.000412633
00:01:14.654568,50.142,0.0,0.000412633
00:01:14.782289,50.142,0.0,0.000412633
00:01:15.187241,50.142,0.0,0.000412633
00:01:15.311258,50.142,0.0,0.000412633
00:01:15.716573,50.142,0.0,0.000412633
00:01:15.841281,50.142,0.0,0.000412633
00:01:16.251248,50.142,0.0,0.000412633
00:01:16.370228,50.142,0.0,0.000412633
00:01:16.781246,50.142,0.0,0.000412633
00:01:16.908317,50.142,0.0,0.000412633
00:01:17.314492,50.142,0.0,0.00061895
00:01:17.440231,50.142,0.0,0.00061895
00:01:17.844332,50.142,0.0,0.00061895
00:01:17.969270,50.142,0.0,0.00061895
00:01:18.376529,50.142,0.0,0.000412633
00:01:18.502212,50.142,0.0,0.000412633
00:01:18.909375,50.142,0.0,0.000412633
00:01:19.033201,50.142,0.0,0.000412633
00:01:19.441517,50.142,0.0,0.000412633
00:01:19.564250,50.142,0.0,0.000412633
00:01:19.971481,50.142,0.0,0.000412633
00:01:20.099200,50.142,0.0,0.000412633
00:01:20.501387,50.142,0.0,0.000412633
00:01:20.629267,50.142,0.0,0.000412633
00:01:21.031184,50.142,0.0,0.000412633
00:01:21.157172,50.142,0.0,0.000412633
00:01:21.570197,50.142,0.0,0.00061895
00:01:21.690234,50.142,0.0,0.00061895
00:01:22.101196,50.142,0.0,0.000825266
00:01:22.228155,50.142,0.0,0.000825266
00:01:22.633169,50.142,0.0,0.000412633
00:01:22.757352,50.142,0.0,0.000412633
00:01:23.163131,50.142,0.0,0.000412633
00:01:23.288182,50.142,0.0,0.000412633
00:01:23.694445,50.142,0.0,0.000412633
00:01:23.817161,50.142,0.0,0.000412633
00:01:24.227200,50.142,0.0,0.000412633
00:01:24.352198,50.142,0.0,0.000412633
00:01:24.757175,50.142,0.0,0.000412633
00:01:24.885130,50.142,0.0,0.000412633
00:01:25.290204,50.142,0.0,0.00061895
00:01:25.416133,50.142,0.0,0.00061895
00:01:25.822129,50.142,0.0,0.000412633
00:01:25.946120,50.142,0.0,0.000412633
00:01:26.352146,50.142,0.0,0.00061895
00:01:26.475123,50.142,0.0,0.00061895
00:01:26.884269,50.142,0.0,0.000412633
00:01:27.010197,50.142,0.0,0.000412633
00:01:27.420117,50.142,0.0,0.000412633
00:01:27.544106,50.142,0.0,0.000412633
00:01:27.949197,50.142,0.0,0.000412633
00:01:28.075122,50.142,0.0,0.000412633
00:01:28.479320,50.142,0.0,0.000412633
00:01:28.606272,50.142,0.0,0.000412633
00:01:29.013146,50.142,0.0,0.000412633
00:01:29.137061,50.142,0.0,0.000412633
00:01:29.547072,50.142,0.0,0.000412633
00:01:29.670091,50.142,0.0,0.000412633
00:01:30.077308,50.142,0.0,0.000412633
00:01:30.203251,50.142,0.0,0.000412633
00:01:30.607252,50.142,0.0,0.000412633
00:01:30.737043,50.142,0.0,0.000412633
00:01:31.140390,50.142,0.0,0.000412633
00:01:31.263077,50.142,0.0,0.000412633
00:01:31.670120,50.142,0.0,0.000412633
00:01:31.795049,50.142,0.0,0.000412633
00:01:32.208099,50.142,0.0,0.000825266
00:01:32.332016,50.142,0.0,0.000825266
00:01:32.734381,50.142,0.0,0.000412633
00:01:32.866062,50.142,0.0,0.000412633
00:01:33.265100,50.142,0.0,0.000412633
00:01:33.394028,50.142,0.0,0.000412633
00:01:33.802023,50.142,0.0,0.00061895
00:01:33.925208,50.142,0.0,0.00061895
00:01:34.332018,50.142,0.0,0.000412633
00:01:34.457069,50.142,0.0,0.000412633
00:01:34.862350,50.142,0.0,0.000412633
00:01:34.990985,50.142,0.0,0.000412633
00:01:35.397015,50.142,0.0,0.00061895
00:01:35.522109,50.142,0.0,0.00061895
00:01:35.927390,50.142,0.0,0.00061895
00:01:36.051077,50.142,0.0,0.00061895
00:01:36.457224,50.142,0.0,0.000412633
00:01:36.580965,50.142,0.0,0.000412633
00:01:36.992995,50.142,0.0,0.000412633
00:01:37.116054,50.142,0.0,0.000412633
00:01:37.524011,50.142,0.0,0.000412633
00:01:37.650003,50.142,0.0,0.000412633
00:01:38.057049,50.142,0.0,0.000412633
00:01:38.180972,50.142,0.0,0.000412633
00:01:38.586206,50.142,0.0,0.000412633
00:01:38.710080,50.142,0.0,0.000412633
00:01:39.120012,50.142,0.0,0.00061895
00:01:39.242002,50.142,0.0,0.00061895
00:01:39.656386,50.142,0.0,0.000412633
00:01:39.779939,50.142,0.0,0.000412633
00:01:40.186217,50.142,0.0,0.000412633
00:01:40.308936,50.142,0.0,0.000412633
00:01:40.714960,50.142,0.0,0.000412633
00:01:40.838916,50.142,0.0,0.000412633
00:01:41.245025,50.142,0.0,0.000412633
00:01:41.368982,50.142,0.0,0.000412633
00:01:41.777074,50.142,0.0,0.000412633
00:01:41.900041,50.142,0.0,0.000412633
00:01:42.309923,50.142,0.0,0.000412633
00:01:42.435941,50.142,0.0,0.000412633
00:01:42.838917,50.142,0.0,0.000412633
00:01:42.970143,50.142,0.0,0.000412633
00:01:43.372108,50.142,0.0,0.000412633
00:01:43.497886,50.142,0.0,0.000412633
00:01:43.904917,50.142,0.0,0.00061895
00:01:44.026915,50.142,0.0,0.00061895
00:01:44.434949,50.142,0.0,0.00061895
00:01:44.559949,50.142,0.0,0.00061895
00:01:44.966922,50.142,0.0,0.000412633
00:01:45.095164,50.142,0.0,0.000412633
00:01:45.500249,50.142,0.0,0.000412633
00:01:45.625903,50.142,0.0,0.000412633
00:01:46.032060,50.142,0.0,0.000412633
00:01:46.157959,50.142,0.0,0.000412633
00:01:46.565110,50.142,0.0,0.000412633
00:01:46.692958,50.142,0.0,0.000412633
00:01:47.094907,50.142,0.0,0.00061895
00:01:47.224167,50.142,0.0,0.00061895
00:01:47.630081,50.142,0.0,0.00061895
00:01:47.755934,50.142,0.0,0.00061895
00:01:48.160019,50.142,0.0,0.000412633
00:01:48.286868,50.142,0.0,0.000412633
00:01:48.690226,50.142,0.0,0.000412633
00:01:48.816963,50.142,0.0,0.000412633
00:01:49.221910,50.142,0.0,0.000412633
00:01:49.346905,50.142,0.0,0.000412633
00:01:49.754836,50.142,0.0,0.000412633
00:01:49.881006,50.142,0.0,0.000412633
00:01:50.286882,50.142,0.0,0.000412633
00:01:50.412798,50.142,0.0,0.000412633
00:01:50.819829,50.142,0.0,0.000412633
00:01:50.945133,50.142,0.0,0.000412633
00:01:51.349837,50.142,0.0,0.000412633
00:01:51.494894,50.142,0.0,0.000412633
00:01:51.881881,50.142,0.0,0.000412633
00:01:52.004840,50.142,0.0,0.000412633
00:01:52.414870,50.142,0.0,0.000412633
00:01:52.538844,50.142,0.0,0.000412633
00:01:52.945068,50.142,0.0,0.000412633
00:01:53.070957,50.142,0.0,0.000412633
00:01:53.475850,50.142,0.0,0.000412633
00:01:53.602767,50.142,0.0,0.000412633
00:01:54.006971,50.142,0.0,0.000412633
00:01:54.131878,50.142,0.0,0.000412633
00:01:54.541942,50.142,0.0,0.000412633
00:01:54.664035,50.142,0.0,0.000412633
00:01:55.074783,50.142,0.0,0.00061895
00:01:55.199781,50.142,0.0,0.00061895
00:01:55.604972,50.142,0.0,0.00061895
00:01:55.732800,50.142,0.0,0.00061895
00:01:56.134745,50.142,0.0,0.000412633
00:01:56.261841,50.142,0.0,0.000412633
00:01:56.670040,50.142,0.0,0.000412633
00:01:56.790807,50.142,0.0,0.000412633
00:01:57.201860,50.142,0.0,0.000412633
00:01:57.341058,50.142,0.0,0.000412633
00:01:57.732028,50.142,0.0,0.000412633
00:01:57.862701,50.142,0.0,0.000412633
00:01:58.264987,50.142,0.0,0.000412633
00:01:58.388701,50.142,0.0,0.000412633
00:01:58.796940,50.142,0.0,0.00061895
00:01:58.921822,50.142,0.0,0.00061895
00:01:59.330009,50.142,0.0,0.000412633
00:01:59.450746,50.142,0.0,0.000412633
00:01:59.859714,50.142,0.0,0.000412633
00:01:59.984721,50.142,0.0,0.000412633
00:02:00.389950,50.142,0.0,0.000412633
00:02:00.518725,50.142,0.0,0.000412633
00:02:00.924899,50.142,0.0,0.00061895
00:02:01.047688,50.142,0.0,0.00061895
00:02:01.455025,50.142,0.0,0.000412633
00:02:01.578709,50.142,0.0,0.000412633
00:02:01.984920,50.142,0.0,0.00061895
00:02:02.112706,50.142,0.0,0.00061895
00:02:02.519910,50.142,0.0,0.000412633
00:02:02.643655,50.142,0.0,0.000412633
00:02:03.053700,50.142,0.0,0.000412633
00:02:03.175700,50.142,0.0,0.000412633
00:02:03.584754,50.142,0.0,0.000412633
00:02:03.707759,50.142,0.0,0.000412633
00:02:04.114975,50.142,0.0,0.000412633
00:02:04.238664,50.142,0.0,0.000412633
00:02:04.645782,50.142,0.0,0.000412633
00:02:04.769678,50.142,0.0,0.000412633
00:02:05.179648,50.142,0.0,0.000412633
00:02:05.307785,50.142,0.0,0.000412633
00:02:05.709761,50.142,0.0,0.000412633
00:02:05.838672,50.142,0.0,0.000412633
00:02:06.241662,50.142,0.0,0.00061895
00:02:06.365639,50.142,0.0,0.00061895
00:02:06.773873,50.142,0.0,0.000412633
00:02:06.894736,50.142,0.0,0.000412633
00:02:07.304842,50.142,0.0,0.00061895
00:02:07.429662,50.142,0.0,0.00061895
00:02:07.836614,50.142,0.0,0.000412633
00:02:07.965680,50.142,0.0,0.000412633
00:02:08.369857,50.142,0.0,0.000412633
00:02:08.494599,50.142,0.0,0.000412633
00:02:08.899594,50.142,0.0,0.000412633
00:02:09.022666,50.142,0.0,0.000412633
00:02:09.429682,50.142,0.0,0.000412633
00:02:09.559660,50.142,0.0,0.000412633
00:02:09.961603,50.142,0.0,0.000412633
00:02:10.090704,50.142,0.0,0.000412633
00:02:10.499613,50.142,0.0,0.000412633
00:02:10.619676,50.142,0.0,0.000412633
00:02:11.029650,50.142,0.0,0.000412633
00:02:11.154688,50.142,0.0,0.000412633
00:02:11.556605,50.142,0.0,0.000412633
