Time,Measurement1,Measurement2,Measurement3
00:00:00.200473,50.142,0.0,0.000412633
00:00:00.299108,50.085,0.0,0.000412634
00:00:00.321133,50.142,0.0,0.000412633
00:00:00.729404,50.142,0.0,0.000412633
00:00:00.835106,50.085,0.0,0.000412634
00:00:00.855155,50.142,0.0,0.000412633
00:00:01.257201,50.142,0.0,0.000412633
00:00:01.368033,50.085,0.0,0.000412634
00:00:01.389119,50.142,0.0,0.000412633
00:00:01.793371,50.142,0.0,0.000412633
00:00:01.897127,50.085,0.0,0.000412634
00:00:01.918193,50.142,0.0,0.000412633
00:00:02.324123,50.142,0.0,0.000412633
00:00:02.424058,50.085,0.0,0.000412634
00:00:02.447182,50.142,0.0,0.000412633
00:00:02.855139,50.142,0.0,0.00061895
00:00:02.957271,50.085,0.0,0.000412634
00:00:02.978212,50.142,0.0,0.00061895
00:00:03.385266,50.142,0.0,0.000412633
00:00:03.495038,50.085,0.0,0.000412634
00:00:03.515114,50.142,0.0,0.000412633
00:00:03.920287,50.142,0.0,0.000412633
00:00:04.046182,50.142,0.0,0.000412633
00:00:04.452105,50.142,0.0,0.000412633
00:00:04.556067,50.085,0.0,0.000412634
00:00:04.577148,50.142,0.0,0.000412633
00:00:04.985091,50.142,0.0,0.000412633
00:00:05.086003,50.085,0.0,0.000412634
00:00:05.108205,50.142,0.0,0.000412633
00:00:05.512102,50.142,0.0,0.000412633
00:00:05.618280,50.085,0.0,0.000412634
00:00:05.638161,50.142,0.0,0.000412633
00:00:06.045181,50.142,0.0,0.000412633
00:00:06.150998,50.085,0.0,0.000412634
00:00:06.171026,50.142,0.0,0.000412633
00:00:06.577279,50.142,0.0,0.00061895
00:00:06.684013,50.085,0.0,0.000412634
00:00:06.705139,50.142,0.0,0.00061895
00:00:07.107328,50.142,0.0,0.000412633
00:00:07.216089,50.085,0.0,0.000412634
00:00:07.239096,50.142,0.0,0.000412633
00:00:07.643085,50.142,0.0,0.000825266
00:00:07.743061,50.085,0.0,0.000412634
00:00:07.764131,50.142,0.0,0.000825266
00:00:08.175353,50.142,0.0,0.00061895
00:00:08.278013,50.085,0.0,0.000412634
00:00:08.297073,50.142,0.0,0.00061895
00:00:08.707285,50.142,0.0,0.000412633
00:00:08.811986,50.085,0.0,0.000412634
00:00:08.832027,50.142,0.0,0.000412633
00:00:09.237045,50.142,0.0,0.000412633
00:00:09.342248,50.085,0.0,0.000412634
00:00:09.363002,50.142,0.0,0.000412633
00:00:09.767222,50.142,0.0,0.000412633
00:00:09.871984,50.085,0.0,0.000412634
00:00:09.894174,50.142,0.0,0.000412633
00:00:10.303027,50.142,0.0,0.000825266
00:00:10.406239,50.085,0.0,0.000412634
00:00:10.428082,50.142,0.0,0.000825266
00:00:10.832291,50.142,0.0,0.000412633
00:00:10.936137,50.085,0.0,0.000412634
00:00:10.956059,50.142,0.0,0.000412633
00:00:11.365025,50.142,0.0,0.000412633
00:00:11.469992,50.085,0.0,0.000412634
00:00:11.491036,50.142,0.0,0.000412633
00:00:11.895333,50.142,0.0,0.000412633
00:00:12.000153,50.085,0.0,0.000412634
00:00:12.020992,50.142,0.0,0.000412633
00:00:12.426039,50.142,0.0,0.000412633
00:00:12.529066,50.085,0.0,0.000412634
00:00:12.552009,50.142,0.0,0.000412633
00:00:12.960000,50.142,0.0,0.000412633
00:00:13.061077,50.085,0.0,0.000412634
00:00:13.084090,50.142,0.0,0.000412633
00:00:13.492080,50.142,0.0,0.000412633
00:00:13.595034,50.085,0.0,0.000412634
00:00:13.615063,50.142,0.0,0.000412633
00:00:14.021986,50.142,0.0,0.00061895
00:00:14.124962,50.085,0.0,0.000412634
00:00:14.153051,50.142,0.0,0.00061895
00:00:14.557240,50.142,0.0,0.00061895
00:00:14.661125,50.085,0.0,0.000412634
00:00:14.681968,50.142,0.0,0.00061895
00:00:15.088005,50.142,0.0,0.000412633
00:00:15.190196,50.085,0.0,0.000412634
00:00:15.227954,50.142,0.0,0.000412633
00:00:15.620004,50.142,0.0,0.000412633
00:00:15.723153,50.085,0.0,0.000412634
00:00:15.742954,50.142,0.0,0.000412633
00:00:16.150209,50.142,0.0,0.000412633
00:00:16.257965,50.085,0.0,0.000412634
00:00:16.277988,50.142,0.0,0.000412633
00:00:16.681988,50.142,0.0,0.000412633
00:00:16.787235,50.085,0.0,0.000412634
00:00:16.807030,50.142,0.0,0.000412633
00:00:17.216180,50.142,0.0,0.000412633
00:00:17.317892,50.085,0.0,0.000412634
00:00:17.337943,50.142,0.0,0.000412633
00:00:17.745145,50.142,0.0,0.000412633
00:00:17.849902,50.085,0.0,0.000412634
00:00:17.872933,50.142,0.0,0.000412633
00:00:18.276964,50.142,0.0,0.000412633
00:00:18.381911,50.085,0.0,0.000412634
00:00:18.402902,50.142,0.0,0.000412633
00:00:18.811097,50.142,0.0,0.000412633
00:00:18.916877,50.085,0.0,0.000412634
00:00:18.936942,50.142,0.0,0.000412633
00:00:19.340262,50.142,0.0,0.00061895
00:00:19.446871,50.085,0.0,0.000412634
00:00:19.467894,50.142,0.0,0.00061895
00:00:19.873883,50.142,0.0,0.000412633
00:00:19.975885,50.085,0.0,0.000412634
00:00:19.997904,50.142,0.0,0.000412633
00:00:20.405091,50.142,0.0,0.000412633
00:00:20.506987,50.085,0.0,0.000412634
00:00:20.528969,50.142,0.0,0.000412633
00:00:20.934912,50.142,0.0,0.000412633
00:00:21.039878,50.085,0.0,0.000412634
00:00:21.060946,50.142,0.0,0.000412633
00:00:21.470940,50.142,0.0,0.000412633
00:00:21.575013,50.085,0.0,0.000412634
00:00:21.597859,50.142,0.0,0.000412633
00:00:22.000131,50.142,0.0,0.000412633
00:00:22.103849,50.085,0.0,0.000412634
00:00:22.125937,50.142,0.0,0.000412633
00:00:22.530130,50.142,0.0,0.000412633
00:00:22.634844,50.085,0.0,0.000412634
00:00:22.657879,50.142,0.0,0.000412633
00:00:23.065282,50.142,0.0,0.00061895
00:00:23.165861,50.085,0.0,0.000412634
00:00:23.186937,50.142,0.0,0.00061895
00:00:23.597160,50.142,0.0,0.000412633
00:00:23.702858,50.085,0.0,0.000412634
00:00:23.722873,50.142,0.0,0.000412633
00:00:24.127061,50.142,0.0,0.000412633
00:00:24.233831,50.085,0.0,0.000412634
00:00:24.255871,50.142,0.0,0.000412633
00:00:24.657141,50.142,0.0,0.000412633
00:00:24.767051,50.085,0.0,0.000412634
00:00:24.789894,50.142,0.0,0.000412633
00:00:25.191980,50.142,0.0,0.000412633
00:00:25.293948,50.085,0.0,0.000412634
00:00:25.315873,50.142,0.0,0.000412633
00:00:25.722142,50.142,0.0,0.000412633
00:00:25.825087,50.085,0.0,0.000412634
00:00:25.846005,50.142,0.0,0.000412633
00:00:26.255061,50.142,0.0,0.000412633
00:00:26.361853,50.085,0.0,0.000412634
00:00:26.381860,50.142,0.0,0.000412633
00:00:26.784825,50.142,0.0,0.00061895
00:00:26.893794,50.085,0.0,0.000412634
00:00:26.917371,50.142,0.0,0.00061895
00:00:27.319888,50.142,0.0,0.000412633
00:00:27.422024,50.085,0.0,0.000412634
00:00:27.441789,50.142,0.0,0.000412633
00:00:27.849870,50.142,0.0,0.00061895
00:00:27.952201,50.085,0.0,0.000412634
00:00:27.972826,50.142,0.0,0.00061895
00:00:28.382045,50.142,0.0,0.000412633
00:00:28.486069,50.085,0.0,0.000412634
00:00:28.505890,50.142,0.0,0.000412633
00:00:28.915203,50.142,0.0,0.000412633
00:00:29.018988,50.085,0.0,0.000412634
00:00:29.038789,50.142,0.0,0.000412633
00:00:29.446832,50.142,0.0,0.000412633
00:00:29.552826,50.085,0.0,0.000412634
00:00:29.572907,50.142,0.0,0.000412633
00:00:29.976833,50.142,0.0,0.000412633
00:00:30.080754,50.085,0.0,0.000412634
00:00:30.102798,50.142,0.0,0.000412633
00:00:30.509799,50.142,0.0,0.00061895
00:00:30.612119,50.085,0.0,0.000412634
00:00:30.633811,50.142,0.0,0.00061895
00:00:31.039786,50.142,0.0,0.000412633
00:00:31.146760,50.085,0.0,0.000412634
00:00:31.167837,50.142,0.0,0.000412633
00:00:31.574877,50.142,0.0,0.000412633
00:00:31.676906,50.085,0.0,0.000412634
00:00:31.702864,50.142,0.0,0.000412633
00:00:32.104958,50.142,0.0,0.000412633
00:00:32.210746,50.085,0.0,0.000412634
00:00:32.232745,50.142,0.0,0.000412633
00:00:32.632902,50.142,0.0,0.000412633
00:00:32.736811,50.085,0.0,0.000412634
00:00:32.760775,50.142,0.0,0.000412633
00:00:33.166978,50.142,0.0,0.000412633
00:00:33.269011,50.085,0.0,0.000412634
00:00:33.288745,50.142,0.0,0.000412633
00:00:33.702027,50.142,0.0,0.000412633
00:00:33.803784,50.085,0.0,0.000412634
00:00:33.824770,50.142,0.0,0.000412633
00:00:34.229768,50.142,0.0,0.000412633
00:00:34.336730,50.085,0.0,0.000412634
00:00:34.359714,50.142,0.0,0.000412633
00:00:34.761774,50.142,0.0,0.000412633
00:00:34.869019,50.085,0.0,0.000412634
00:00:34.890817,50.142,0.0,0.000412633
00:00:35.294947,50.142,0.0,0.000412633
00:00:35.398749,50.085,0.0,0.000412634
00:00:35.419791,50.142,0.0,0.000412633
00:00:35.830157,50.142,0.0,0.000412633
00:00:35.931050,50.085,0.0,0.000412634
00:00:35.951713,50.142,0.0,0.000412633
00:00:36.359948,50.142,0.0,0.000412633
00:00:36.466711,50.085,0.0,0.000412634
00:00:36.486858,50.142,0.0,0.000412633
00:00:36.891864,50.142,0.0,0.000412633
00:00:36.998982,50.085,0.0,0.000412634
00:00:37.018818,50.142,0.0,0.000412633
00:00:37.421956,50.142,0.0,0.00061895
00:00:37.526953,50.085,0.0,0.000412634
00:00:37.546819,50.142,0.0,0.00061895
00:00:37.954818,50.142,0.0,0.000412633
00:00:38.056817,50.085,0.0,0.000412634
00:00:38.078775,50.142,0.0,0.000412633
00:00:38.486845,50.142,0.0,0.000412633
00:00:38.590809,50.085,0.0,0.000412634
00:00:38.610680,50.142,0.0,0.000412633
00:00:39.019923,50.142,0.0,0.000412633
00:00:39.126798,50.085,0.0,0.000412634
00:00:39.146686,50.142,0.0,0.000412633
00:00:39.553766,50.142,0.0,0.000412633
00:00:39.655776,50.085,0.0,0.000412634
00:00:39.676715,50.142,0.0,0.000412633
00:00:40.084713,50.142,0.0,0.00061895
00:00:40.186913,50.085,0.0,0.000412634
00:00:40.207742,50.142,0.0,0.00061895
00:00:40.616873,50.142,0.0,0.000412633
00:00:40.717937,50.085,0.0,0.000412634
00:00:40.738701,50.142,0.0,0.000412633
00:00:41.147907,50.142,0.0,0.00061895
00:00:41.251890,50.085,0.0,0.000412634
00:00:41.272666,50.142,0.0,0.00061895
00:00:41.676720,50.142,0.0,0.00061895
00:00:41.786814,50.085,0.0,0.000412634
00:00:41.807674,50.142,0.0,0.00061895
00:00:42.209748,50.142,0.0,0.000412633
